id,energy
365,-64.23173295200286
366,-69.81494166000357
367,-62.35679187900314
368,-83.8236532650044
369,-83.10826719200486
370,-72.27198890900308
371,-90.86455804600519
372,-61.936542879003355
373,-83.96810326500417
374,-62.822331879003286
375,-91.08046904600451
376,-76.81021748400053
377,-84.20256416199845
378,-66.80231948399705
379,-84.14693226500458
380,-75.18103533800422
381,-75.43404330800422
382,-90.69544704600503
383,-75.78923530800421
384,-68.78313166000316
385,-84.31882136800414
386,-72.66876216199489
387,-75.51277730800393
388,-71.9712768060017
389,-91.25205404600456
390,-68.91397166000388
391,-91.18032694300473
392,-69.68832963000386
393,-62.14096687900383
394,-68.17481155700352
395,-83.80860216199835
396,-90.68570504600484
397,-74.54569333800373
398,-84.8052542650039
399,-68.19834055700358
400,-90.90221694300544
401,-90.01839194300464
402,-97.05162872400524
403,-74.53809723500399
404,-74.50066433800384
405,-74.66130333800447
406,-89.33225187000517
407,-90.93708004600467
408,-77.86525458700362
409,-62.96323695200317
410,-79.17354358700322
411,-90.36267204600517
412,-75.9395804110045
413,-83.61613916199894
414,-76.38279541100383
415,-56.23340230400299
416,-97.21322272400539
417,-80.8724520160049
418,-68.03850055700332
419,-67.4526254839966
420,-67.61126648399659
421,-76.28003541100406
422,-77.8810934840003
423,-74.5242612350039
424,-85.68013436800447
425,-83.37074716199822
426,-74.11831623500439
427,-90.04251494300479
428,-83.36926516199856
429,-90.35245294300512
430,-76.25639641100406
431,-67.03509248399678
432,-63.16942695200305
433,-84.09978236800453
434,-53.217309952003234
435,-92.0831830460047
436,-78.40868648399919
437,-76.36972351400436
438,-54.43854202500279
439,-78.98323548400003
440,-66.82279348399607
441,-76.22400441100399
442,-90.30843394300518
443,-96.90659372400569
444,-83.3441871619998
445,-74.47892423500434
446,-83.79013726500398
447,-90.00453594300507
448,-72.10587880600178
449,-63.297127952002484
450,-81.22561401600524
451,-75.0835393380039
452,-84.16997736800386
453,-90.43648394300544
454,-77.3635036900032
455,-84.04003126500447
456,-84.55788026500431
457,-76.34016741100459
458,-76.24466441100412
459,-58.00013137700171
460,-70.32881283600364
461,-83.14661319200513
462,-71.59831280600156
463,-84.09358136800438
464,-84.31315436800378
465,-56.85710920100246
466,-90.80081804600468
467,-76.30759141100407
468,-90.81229104600516
469,-70.21307973300372
470,-83.05577119200461
471,-69.45795763000388
472,-90.28148194300502
473,-90.32106594300512
474,-69.47669663000397
475,-84.20351626500451
476,-96.50817462100622
477,-84.81702426500397
478,-78.67836958700354
479,-81.24895401600497
480,-84.792066265004
481,-74.60532333800438
482,-75.8910714110043
483,-67.59790755700396
484,-63.197740879002595
485,-66.92633648399533
486,-96.97843972400551
487,-90.96510904600473
488,-64.15875595200305
489,-70.83985890900294
490,-90.96775904600509
491,-75.78808441100409
492,-61.896779982002954
493,-76.37409141100397
494,-90.39347094300501
495,-91.02542304600502
496,-97.04172572400603
497,-82.60292008900524
498,-83.10606916199868
499,-97.21153872400555
500,-84.61517836800431
501,-97.22865472400554
502,-83.55426926500422
503,-77.76900058700357
504,-85.77644936800425
505,-55.99059130400292
506,-64.26623895200282
507,-90.923057943005
508,-62.19329487900359
509,-83.81085326500397
510,-76.36314251400381
511,-66.64064148399666
512,-90.35248194300493
513,-74.5244533380046
514,-90.37354594300541
515,-70.39524263000385
516,-90.3104999430052
517,-91.03024604600523
518,-90.26816994300498
519,-90.67322304600475
520,-91.07983804600462
521,-84.62697926500459
522,-83.17125519200454
523,-74.67321923500458
524,-84.10360136800409
525,-90.914342046005
526,-76.92483548400014
527,-83.99652336800409
528,-68.23207055700368
529,-64.206280952003
530,-90.93844104600521
531,-68.22354866000387
532,-90.84082704600496
533,-90.89625504600463
534,-61.96133280599679
535,-61.65285398200285
536,-97.22242872400602
537,-62.35745980599677
538,-74.55610923500444
539,-67.48350555700381
540,-90.17506294300529
541,-89.3126248700055
542,-75.92140741100411
543,-90.46022494300541
544,-83.42563016199892
545,-83.81441826500395
546,-69.2327286300033
547,-84.10163026500413
548,-97.04344972400577
549,-56.59979827400184
550,-90.39258294300544
551,-52.959791596001196
552,-68.70269466000354
553,-66.9216734840038
554,-67.51539355700334
555,-90.3976359430053
556,-74.89058033800393
557,-53.20560802500313
558,-74.64541923500474
559,-73.19685490900247
560,-77.631764587004
561,-76.41563241100448
562,-77.13943258700328
563,-97.86786872400535
564,-97.14833672400528
565,-53.58676102500249
566,-83.50806616199952
567,-38.7934724930019
568,-71.97850180600108
569,-83.9735952650044
570,-72.39366480600074
571,-58.5845492740018
572,-80.88015401600478
573,-73.10203216199443
574,-78.14154669000345
575,-58.53571527400254
576,-96.54213762100608
577,-83.84100726500401
578,-56.89810827400197
579,-91.02600104600515
580,-68.71387066000352
581,-90.16027094300534
582,-90.34007994300464
583,-65.86617423100233
584,-83.06381219200466
585,-65.14752505500292
586,-65.16108333400189
587,-84.16668336800376
588,-76.74305348400048
589,-75.08073333800439
590,-56.87117320100242
591,-77.92111058700357
592,-67.83725248399605
593,-97.12600372400539
594,-89.93889594300526
595,-91.75976104600522
596,-62.59835087900319
597,-83.2633081619988
598,-97.16648972400526
599,-65.55478112800301
600,-85.66400936800437
601,-74.84838733800461
602,-69.98599373300385
603,-83.48007616199902
604,-74.62549423500423
605,-66.2135764839968
606,-90.28467204600474
607,-74.77114333800455
608,-43.8768348450003
609,-76.03042741100398
610,-90.16490194300513
611,-74.76301333800438
612,-90.9886900460051
613,-69.1736686300037
614,-90.78572904600514
615,-75.82176341100421
616,-64.3376609520028
617,-97.12406372400528
618,-91.23617604600531
619,-84.16398236800433
620,-84.83715126500465
621,-83.41175116199884
622,-60.07746870300343
623,-55.50312702500287
624,-84.48432336800397
625,-83.6907622650042
626,-63.06609995200324
627,-74.64588823500435
628,-91.23652504600523
629,-66.72528948399668
630,-76.3407024110038
631,-71.98630580600184
632,-72.12405380600103
633,-90.23943594300545
634,-90.08751094300533
635,-68.30426055700354
636,-97.27164372400603
637,-103.18212040200615
638,-89.30757087000529
639,-97.02941672400539
640,-84.28367636800431
641,-97.20895972400558
642,-71.1020508360034
643,-96.927815724006
644,-97.22266672400565
645,-74.72565633800423
646,-78.75875558700318
647,-77.87823369000307
648,-85.09121326500463
649,-68.93786666000415
650,-62.685250952003116
651,-78.80648648399983
652,-72.49424290900242
653,-55.86334227400221
654,-68.678097660003
655,-91.12848694300465
656,-90.3766150460051
657,-84.07224736800435
658,-90.24529394300498
659,-90.16207394300545
660,-74.58209223500398
661,-72.10436480600038
662,-83.60339516199929
663,-97.17395172400575
664,-75.60716133800452
665,-79.03728958700322
666,-74.93313333800415
667,-77.67553069000314
668,-78.36342958700334
669,-83.81056726500447
670,-91.20524094300526
671,-90.48200594300488
672,-77.89677548399959
673,-90.31567604600514
674,-90.92120604600495
675,-90.23675394300517
676,-70.69451773300352
677,-71.21361673300362
678,-84.72743426500438
679,-90.81658704600522
680,-70.24405383600333
681,-84.06401326500418
682,-84.34510136800418
683,-63.827451952002775
684,-89.6883799430052
685,-68.03953355700378
686,-78.75905669000349
687,-103.34427340200637
688,-66.240539231002
689,-90.63953904600476
690,-58.65186345000075
691,-69.27838563000387
692,-90.22272894300477
693,-68.59767666000334
694,-61.931260879002366
695,-84.31096236800386
696,-77.32347758700325
697,-90.04818094300481
698,-67.97338655700332
699,-90.39686394300497
700,-68.14796955700331
701,-83.44350816199949
702,-66.96666148399709
703,-77.90176969000368
704,-103.33280740200644
705,-73.07754880600078
706,-84.31764026500423
707,-84.14737226500438
708,-76.40240841100422
709,-68.2056295570037
710,-67.99161455700323
711,-54.54876802500348
712,-64.23725215800278
713,-83.77015326500441
714,-69.90237073300341
715,-103.31351340200672
716,-79.00824858700344
717,-62.840482952003185
718,-56.45798220100187
719,-83.95159826500458
720,-77.7208494839997
721,-66.79305648399713
722,-69.16368473300372
723,-91.78816804600501
724,-74.98863733800408
725,-76.31825241100432
726,-83.94628026500413
727,-72.97801590900326
728,-80.93840601600459
729,-62.983850952003195
730,-61.66596387900336
731,-85.23916536800425
732,-46.753552274002686
733,-61.47050687900264
734,-67.38384455700361
735,-68.5092725570039
736,-71.55196080600035
737,-91.02012504600498
738,-81.38056801600487
739,-83.4555332650043
740,-68.27008955700421
741,-77.50030858700393
742,-96.51536962100545
743,-72.83500216199536
744,-90.2632109430051
745,-73.28562616199451
746,-75.78785730800428
747,-96.50679462100561
748,-68.224929660003
749,-68.3529836600037
750,-69.44429563000358
751,-76.2715824110046
752,-82.43035608900482
753,-90.05938194300506
754,-74.59160323500419
755,-83.78293126500466
756,-84.42014836800445
757,-68.0469655570032
758,-83.59430716199859
759,-77.0913465870035
760,-69.28333366000334
761,-77.54732358700312
762,-62.994751952002844
763,-68.66075966000335
764,-83.19083519200467
765,-91.05615004600531
766,-84.02263636800399
767,-76.94669848400008
768,-76.93423651400371
769,-97.07121572400592
770,-85.00296236800386
771,-83.84189926500403
772,-66.71834148399648
773,-76.73759648399937
774,-69.0440146300034
775,-69.51085473300373
776,-68.04271555700325
777,-72.15142116199604
778,-91.80152904600527
779,-96.58602562100623
780,-69.4827716300033
781,-84.77606336800454
782,-76.95041948399921
783,-90.96245004600496
784,-84.611381368004
785,-68.43461266000304
786,-89.92315294300533
787,-69.6536017330036
788,-54.20063912800288
789,-71.90000180600146
790,-89.77679094300493
791,-68.17884955700356
792,-60.516617806003524
793,-96.91899272400588
794,-67.67138648399668
795,-56.401793201001965
796,-76.95728451400373
797,-69.37415666000379
798,-67.15723648400399
799,-90.4240919430049
800,-63.91508595200321
801,-83.55611816199962
802,-75.8799343380042
803,-74.12525823500437
804,-83.74202726500425
805,-90.06500294300531
806,-84.78261126500456
807,-96.5515896210054
808,-89.31955687000573
809,-69.29269573300371
810,-77.5150274839998
811,-67.69867455700387
812,-63.690076879002845
813,-53.69324920100189
814,-77.1506945140045
815,-90.34359394300463
816,-97.17640272400604
817,-69.60237166000388
818,-74.85429333800403
819,-97.00428272400586
820,-90.47937394300516
821,-61.991708879002545
822,-64.05824395200307
823,-68.5185854839965
824,-68.17981766000321
825,-69.92717363000338
826,-74.52042223500393
827,-97.02478672400593
828,-83.5560981619983
829,-97.08197072400526
830,-103.34727040200687
831,-90.351463943005
832,-90.82595604600465
833,-64.08108895200257
834,-84.99684726500436
835,-90.33125094300522
836,-91.68249204600488
837,-90.86536504600463
838,-40.461541669001235
839,-76.30223341100464
840,-76.7031714110044
841,-90.955543046005
842,-67.90842655700362
843,-83.54255316199851
844,-61.93059298200296
845,-73.4021091619943
846,-68.6826856600037
847,-84.48817036800392
848,-83.88749526500396
849,-75.19638330800444
850,-90.25445594300527
851,-84.01286626500405
852,-73.42284116199517
853,-62.843891952003105
854,-90.76184104600452
855,-74.97102533800444
856,-68.01823855700331
857,-58.554850553001415
858,-67.00609048399565
859,-69.3491636300032
860,-60.59342145000119
861,-90.69391004600493
862,-55.499319127999115
863,-65.74501012800283
864,-90.97887104600522
865,-97.15817372400579
866,-78.10628869000357
867,-83.98129526500452
868,-91.04454204600461
869,-90.86785704600516
870,-69.44265763000385
871,-54.35102612799892
872,-97.22403172400573
873,-49.9815105960015
874,-97.09275072400578
875,-64.32142795200252
876,-69.57873873300377
877,-68.21404066000377
878,-85.558249368004
879,-77.70941458700327
880,-62.78445295200254
881,-73.21488716199565
882,-97.02019072400526
883,-76.421471484
884,-66.01368112800264
885,-97.20919272400533
886,-90.7480180460052
887,-61.65961098200296
888,-75.54881530800412
889,-69.51007663000382
890,-66.31957623100243
891,-91.96139804600534
892,-74.17628623500423
893,-97.21109672400598
894,-89.35428087000582
895,-72.83844216199577
896,-90.2476569430055
897,-76.32142241100428
898,-97.02537172400571
899,-77.86253969000336
900,-72.5957859090031
901,-90.37560194300477
902,-85.93727936800406
903,-68.06582255700323
904,-97.22861772400574
905,-63.50100487900272
906,-84.17267036800422
907,-84.1859633680042
908,-83.75282126500406
909,-68.59699755700422
910,-67.00578648399642
911,-89.95620394300477
912,-62.60964587900253
913,-69.34243066000363
914,-84.62732026500453
915,-76.26143841100384
916,-77.98056948399972
917,-77.67286658700323
918,-90.46669894300521
919,-73.2551751619958
920,-83.48137116199905
921,-77.47143469000366
922,-63.82907595200322
923,-91.19237904600504
924,-77.94100048399923
925,-74.99303733800389
926,-79.02117158700366
927,-83.9971863680039
928,-97.04158672400536
929,-90.8994200460047
930,-75.81944130800457
931,-75.73276130800423
932,-77.15682958700381
933,-83.73876126500454
934,-71.21472680600164
935,-90.11856094300492
936,-60.741447806003634
937,-54.0646480250025
938,-83.9430852650039
939,-69.97866583600353
940,-103.33466440200664
941,-90.06240794300538
942,-91.07901304600455
943,-74.13204323500395
944,-63.16525595200255
945,-81.22788401600519
946,-76.89295841100466
947,-69.79503373300395
948,-69.58870766000382
949,-68.08263955700386
950,-68.13881355700323
951,-58.19018137700186
952,-90.13244894300533
953,-69.46426763000363
954,-63.07884687900241
955,-97.15951572400536
956,-69.58953766000377
957,-76.78599248399951
958,-83.99576026500472
959,-84.3308102650044
960,-77.88765769000383
961,-67.63142455700381
962,-69.4396536300037
963,-81.2228160160048
964,-75.82204741100395
965,-79.11453358700328
966,-69.70445166000354
967,-83.9244232650044
968,-75.893128411004
969,-77.79989348399977
970,-75.76173541100434
971,-83.85261526500472
972,-64.08831395200286
973,-63.86463695200291
974,-76.08687741100402
975,-97.07599572400522
976,-84.93259326500447
977,-96.64815262100547
978,-79.11992148399986
979,-59.14798355300172
980,-83.4256011619982
981,-90.63786004600479
982,-66.46064023100189
983,-74.60179523500392
984,-84.22813836800378
985,-71.01632890900237
986,-68.20116055700328
987,-76.68431651400442
988,-48.240711347002616
989,-63.83247795200259
990,-54.23245702500299
991,-84.81557426500422
992,-62.21547187900342
993,-75.12141033800435
994,-90.11093894300484
995,-77.96291648400074
996,-83.75792726500458
997,-78.82231658700312
998,-84.73253536800439
999,-84.52735526500419
1000,-90.2740189430051
1001,-90.08151194300535
1002,-83.61002616199949
1003,-75.9117123080041
1004,-66.6778294839969
1005,-68.58257766000315
1006,-89.95405194300474
1007,-69.53351663000376
1008,-83.278579161999
1009,-83.94291026500468
1010,-69.85548963000383
1011,-75.5580773380043
1012,-90.91398504600511
1013,-83.90706026500447
1014,-72.25091680600053
1015,-97.14080372400531
1016,-90.43092994300514
1017,-90.38723504600512
1018,-90.3129459430047
1019,-84.47741326500454
1020,-84.20882336800423
1021,-90.10044894300518
1022,-83.40966616199876
1023,-90.40787394300514
1024,-71.71166480600186
1025,-90.78037504600525
1026,-91.36958304600466
1027,-62.53165995200288
1028,-84.40919136800403
1029,-90.38811394300501
1030,-90.27540194300491
1031,-90.29834694300462
1032,-77.10990548399968
1033,-75.89969341100459
1034,-77.04689558700375
1035,-76.88668551400406
1036,-74.38906223500453
1037,-62.28353711699674
1038,-69.62780766000378
1039,-83.77324526500433
1040,-90.27240894300485
1041,-83.68897526500405
1042,-83.73017326500394
1043,-40.181500492999476
1044,-69.07444966000367
1045,-63.765836334001506
1046,-103.34325140200599
1047,-103.30770640200626
1048,-97.12734772400563
1049,-75.07909633800409
1050,-69.94188263000342
1051,-68.59226866000336
1052,-90.2450889430047
1053,-56.23174427400227
1054,-74.07423823500449
1055,-96.56426962100613
1056,-83.80907426500471
1057,-66.76380348399653
1058,-76.80717548400025
1059,-84.61964836800416
1060,-76.12405941100405
1061,-74.82425733800392
1062,-83.16471619200456
1063,-84.30565636800384
1064,-70.41665763000401
1065,-68.83961363000344
1066,-96.54265662100624
1067,-63.10709098200368
1068,-55.842289274001814
1069,-63.35219295200295
1070,-77.72433358700346
1071,-49.669967523001105
1072,-72.29838080600166
1073,-84.04218526500426
1074,-76.76077148399963
1075,-83.52609926500463
1076,-84.26340336800422
1077,-72.64347801200256
1078,-77.19335458700334
1079,-90.26681294300488
1080,-97.07449372400606
1081,-72.03543480600092
1082,-75.93947441100408
1083,-69.14817473300354
1084,-96.57183962100589
1085,-84.60832636800387
1086,-74.92443533800451
1087,-90.03933394300475
1088,-103.20324440200602
1089,-56.74924320100217
1090,-83.80238126500444
1091,-90.25205594300496
1092,-83.90003226500448
1093,-97.01515972400557
1094,-77.07486658700327
1095,-90.55052994300513
1096,-68.73472355700324
1097,-97.23842672400588
1098,-73.13855116199557
1099,-97.11175072400601
1100,-90.16916194300484
1101,-74.23038923500462
1102,-97.0592727240055
1103,-83.53617116199894
1104,-66.83116348399562
1105,-90.92873904600492
1106,-74.53485333800381
1107,-76.93905951400393
1108,-63.51500605500314
1109,-84.50089636800385
1110,-76.99813748400084
1111,-90.88033704600457
1112,-77.9050724839999
1113,-70.61113663000378
1114,-90.26063494300524
1115,-68.51189655700364
1116,-73.42865280600199
1117,-69.26566373300375
1118,-61.95575187900249
1119,-83.6921031619986
1120,-67.91958855700341
1121,-63.73234887900253
1122,-72.40259516199512
1123,-77.31150351400447
1124,-83.90600226500464
1125,-63.67299287900278
1126,-63.78111787900252
1127,-70.0331198360036
1128,-90.38497594300497
1129,-85.81708736800374
1130,-76.0688404110042
1131,-82.5883710890048
1132,-97.22696372400605
1133,-46.738309918000596
1134,-78.65110058700338
1135,-83.81114626500403
1136,-72.07590180600164
1137,-68.59240066000348
1138,-103.29224740200607
1139,-62.55632987900299
1140,-90.30217694300518
1141,-49.67044352300127
1142,-71.82503180600179
1143,-84.64798226500443
1144,-81.30407701600507
1145,-89.99639994300469
1146,-67.91160255700379
1147,-97.0269257240061
1148,-78.86986158700347
1149,-65.29565305500273
1150,-79.1543035870036
1151,-66.80953848399622
1152,-71.91379280600086
1153,-84.48716336800408
1154,-56.5138643040018
1155,-73.68024280600184
1156,-66.78806548400371
1157,-68.84125463000328
1158,-97.06349172400587
1159,-76.26898641100433
1160,-90.2350549430048
1161,-90.24757794300513
1162,-69.31564363000325
1163,-78.04008269000315
1164,-76.33497851400443
1165,-84.77072626500467
1166,-63.05329387900292
1167,-90.23052594300498
1168,-90.96147204600493
1169,-76.37301541100442
1170,-73.15205716199489
1171,-96.97470672400596
1172,-74.95152033800423
1173,-49.28639362600097
1174,-84.4169383680046
1175,-89.93918894300532
1176,-66.65175548399566
1177,-90.61719604600512
1178,-68.38801055700333
1179,-69.39330763000362
1180,-75.57924533800451
1181,-90.96049104600479
1182,-71.71381080600077
1183,-72.75816390900309
1184,-97.02861272400605
1185,-90.13429894300498
1186,-90.39595294300489
1187,-91.04672204600502
1188,-79.06023858700337
1189,-83.77746326500437
1190,-84.6107602650045
1191,-72.4936679090024
1192,-61.26311187900319
1193,-75.1782463380041
1194,-77.08044358700317
1195,-82.65256108900485
1196,-68.96338263000325
1197,-89.78958494300514
1198,-90.37240994300464
1199,-66.03333823100184
1200,-82.01394708900534
1201,-61.7297408059967
1202,-75.04774033800459
1203,-67.04956748399673
1204,-84.10001436800394
1205,-69.55538773300304
1206,-90.05690794300517
1207,-78.31676369000343
1208,-83.86596226500387
1209,-84.10028636800416
1210,-83.97456126500401
1211,-63.08606895200319
1212,-90.31730294300542
1213,-83.63673226500396
1214,-91.2366330460045
1215,-76.37242341100409
1216,-103.32934140200632
1217,-67.49224248399696
1218,-84.10527736800395
1219,-75.44061630800479
1220,-73.00033590900239
1221,-76.01088141100445
1222,-90.94126904600489
1223,-69.4981766300034
1224,-74.0765842350047
1225,-90.26269894300549
1226,-74.50370823500452
1227,-74.58718323500398
1228,-97.00602872400577
1229,-61.42222380599742
1230,-76.16378941100447
1231,-83.97534326500408
1232,-54.47135312800219
1233,-54.46935012800259
1234,-69.21102666000388
1235,-61.305448805997
1236,-90.91401204600515
1237,-69.10915663000378
1238,-61.65283798200289
1239,-71.62614880600086
1240,-90.85854004600515
1241,-84.13551936800377
1242,-91.81100304600477
1243,-67.24918448399694
1244,-90.40010094300487
1245,-76.09472541100422
1246,-77.0535485870032
1247,-90.07401694300461
1248,-79.03707558700353
1249,-62.40852487900338
1250,-84.79689226500432
